DSID,gq_scaled,gqd_scaled,mass,width,branching_ratio,cross_section
101467,0.004,0.035,2200,8.816e-02,0.8105116,0.09573999999999999
101468,0.004,0.035,2600,1.042e-01,0.8102677,0.0369
101469,0.004,0.035,3000,1.203e-01,0.8101143,0.01515
101470,0.004,0.035,3500,1.404e-01,0.8099913,0.00527
101471,0.004,0.04,600,0.02953,0.8564539,29.790000000000003
101472,0.004,0.04,800,0.03967,0.8527200,9.983
101473,0.004,0.04,1000,4.976e-02,0.8508813,4.072
101474,0.004,0.04,1200,5.983e-02,0.8498555,1.883
101475,0.004,0.04,1500,7.490e-02,0.8490027,0.6897000000000001
101476,0.004,0.04,1800,8.996e-02,0.8485345,0.286
101477,0.004,0.04,2200,1.100e-01,0.8481804,0.1002
101478,0.004,0.04,2600,1.301e-01,0.8479759,0.038619999999999995
101479,0.004,0.04,3000,1.501e-01,0.8478473,0.015860000000000003
101480,0.004,0.04,3500,1.752e-01,0.8477441,0.005515
101481,0.004,0.045,600,0.03625,0.8830578,30.71
101482,0.004,0.045,800,0.04865,0.8799188,10.299999999999999
101483,0.004,0.045,1000,6.101e-02,0.8783712,4.196
101484,0.004,0.045,1200,7.333e-02,0.8775073,1.944
101485,0.004,0.045,1500,9.180e-02,0.8767888,0.7123
101486,0.004,0.045,1800,1.102e-01,0.8763942,0.2954
101487,0.004,0.045,2200,1.348e-01,0.8760958,0.1035
101488,0.004,0.045,2600,1.594e-01,0.8759234,0.03989
101489,0.004,0.045,3000,1.839e-01,0.8758149,0.01638
101490,0.004,0.045,3500,2.146e-01,0.8757280,0.005697
101491,0.004,0.05,600,0.04376,0.9031243,31.41
101492,0.004,0.05,800,0.05870,0.9004633,10.540000000000001
101493,0.004,0.05,1000,7.358e-02,0.8991501,4.296
101494,0.004,0.05,1200,8.843e-02,0.8984167,1.991
101495,0.004,0.05,1500,1.107e-01,0.8978066,0.7293000000000001
101496,0.004,0.05,1800,1.329e-01,0.8974714,0.3025
101497,0.004,0.05,2200,1.625e-01,0.8972179,0.106
101498,0.004,0.05,2600,1.921e-01,0.8970714,0.04085
101499,0.004,0.05,3000,2.217e-01,0.8969793,0.01678
101500,0.004,0.05,3500,2.587e-01,0.8969054,0.005835
101501,0.004,0.055,600,0.05206,0.9185683,31.949999999999996
101502,0.004,0.055,800,0.06979,0.9162922,10.73
101503,0.004,0.055,1000,8.747e-02,0.9151682,4.372
101504,0.004,0.055,1200,1.051e-01,0.9145402,2.0260000000000002
101505,0.004,0.055,1500,1.315e-01,0.9140177,0.7424999999999999
101506,0.004,0.055,1800,1.580e-01,0.9137305,0.3079
101507,0.004,0.055,2200,1.931e-01,0.9135134,0.1079
101508,0.004,0.055,2600,2.283e-01,0.9133879,0.041589999999999995
101509,0.004,0.055,3000,2.635e-01,0.9133089,0.01709
101510,0.004,0.055,3500,3.075e-01,0.9132456,0.005941
101511,0.004,0.06,600,0.06115,0.9306731,32.37
101512,0.004,0.06,800,0.08195,0.9287090,10.87
101513,0.004,0.06,1000,1.027e-01,0.9277386,4.432
101514,0.004,0.06,1200,1.234e-01,0.9271963,2.0549999999999997
101515,0.004,0.06,1500,1.544e-01,0.9267449,0.7528
101516,0.004,0.06,1800,1.854e-01,0.9264969,0.3122
101517,0.004,0.06,2200,2.267e-01,0.9263092,0.1094
101518,0.004,0.06,2600,2.680e-01,0.9262008,0.042179999999999995
101519,0.004,0.06,3000,3.092e-01,0.9261326,0.01733
101520,0.004,0.06,3500,3.608e-01,0.9260779,0.006025
101521,0.004,0.065,600,0.07103,0.9403165,32.7
101522,0.004,0.065,800,0.09516,0.9386076,10.99
101523,0.004,0.065,1000,1.192e-01,0.9377629,4.48
101524,0.004,0.065,1200,1.432e-01,0.9372907,2.0770000000000004
101525,0.004,0.065,1500,1.792e-01,0.9368976,0.7611
101526,0.004,0.065,1800,2.152e-01,0.9366816,0.3156
101527,0.004,0.065,2200,2.631e-01,0.9365182,0.1106
101528,0.004,0.065,2600,3.111e-01,0.9364238,0.042640000000000004
101529,0.004,0.065,3000,3.590e-01,0.9363644,0.01752
101530,0.004,0.065,3500,4.188e-01,0.9363167,0.006092
101531,0.004,0.07,600,0.08171,0.9481116,32.97
101532,0.004,0.07,800,0.10943,0.9466132,11.08
101533,0.004,0.07,1000,1.371e-01,0.9458723,4.519
101534,0.004,0.07,1200,1.647e-01,0.9454581,2.0949999999999998
101535,0.004,0.07,1500,2.061e-01,0.9451132,0.7676999999999999
101536,0.004,0.07,1800,2.474e-01,0.9449237,0.3184
101537,0.004,0.07,2200,3.025e-01,0.9447803,0.11159999999999999
101538,0.004,0.07,2600,3.576e-01,0.9446974,0.04303
101539,0.004,0.07,3000,4.127e-01,0.9446453,0.017669999999999998
101540,0.004,0.07,3500,4.815e-01,0.9446035,0.0061470000000000006
101541,0.004,0.075,600,0.09317,0.9544951,33.19
101542,0.004,0.075,800,0.12476,0.9531719,11.16
101543,0.004,0.075,1000,1.563e-01,0.9525175,4.55
101544,0.004,0.075,1200,1.877e-01,0.9521515,2.1100000000000003
101545,0.004,0.075,1500,2.349e-01,0.9518468,0.7732
101546,0.004,0.075,1800,2.820e-01,0.9516794,0.3206
101547,0.004,0.075,2200,3.448e-01,0.9515527,0.1124
101548,0.004,0.075,2600,4.076e-01,0.9514794,0.043340000000000004
101549,0.004,0.075,3000,4.703e-01,0.9514334,0.0178
101550,0.004,0.075,3500,5.488e-01,0.9513964,0.0061909999999999995
101551,0.004,0.08,600,0.10542,0.9597838,33.38
101552,0.004,0.08,800,0.14115,0.9586078,11.219999999999999
101553,0.004,0.08,1000,1.768e-01,0.9580260,4.577
101554,0.004,0.08,1200,2.124e-01,0.9577006,2.1220000000000003
101555,0.004,0.08,1500,2.657e-01,0.9574297,0.7777
101556,0.004,0.08,1800,3.190e-01,0.9572807,0.3225
101557,0.004,0.08,2200,3.900e-01,0.9571681,0.113
101558,0.004,0.08,2600,4.610e-01,0.9571029,0.043579999999999994
101559,0.004,0.08,3000,5.320e-01,0.9570620,0.017900000000000003
101560,0.004,0.08,3500,6.207e-01,0.9570291,0.006228
101561,0.004,0.085,600,0.11846,0.9642116,33.53
101562,0.004,0.085,800,0.15859,0.9631601,11.270000000000001
101563,0.004,0.085,1000,1.986e-01,0.9626398,4.599
101564,0.004,0.085,1200,2.386e-01,0.9623488,2.132
101565,0.004,0.085,1500,2.985e-01,0.9621064,0.7815
101566,0.004,0.085,1800,3.583e-01,0.9619732,0.3241
101567,0.004,0.085,2200,4.381e-01,0.9618724,0.11359999999999999
101568,0.004,0.085,2600,5.179e-01,0.9618142,0.0438
101569,0.004,0.085,3000,5.976e-01,0.9617775,0.017990000000000003
101570,0.004,0.085,3500,6.973e-01,0.9617481,0.00626
101571,0.004,0.09,600,0.13230,0.9679538,33.66
101572,0.004,0.09,800,0.17709,0.9670085,11.32
101573,0.004,0.09,1000,2.218e-01,0.9665406,4.617
101574,0.004,0.09,1200,2.664e-01,0.9662789,2.141
101575,0.004,0.09,1500,3.333e-01,0.9660610,0.7847
101576,0.004,0.09,1800,4.001e-01,0.9659411,0.32539999999999997
101577,0.004,0.09,2200,4.892e-01,0.9658505,0.1141
101578,0.004,0.09,2600,5.782e-01,0.9657981,0.04398
101579,0.004,0.09,3000,6.672e-01,0.9657651,0.01807
101580,0.004,0.09,3500,7.785e-01,0.9657387,0.006286
101581,0.004,0.095,600,0.14692,0.9711435,33.769999999999996
101582,0.004,0.095,800,0.19664,0.9702894,11.36
101583,0.004,0.095,1000,2.462e-01,0.9698666,4.633
101584,0.004,0.095,1200,2.958e-01,0.9696301,2.148
101585,0.004,0.095,1500,3.700e-01,0.9694331,0.7874
101586,0.004,0.095,1800,4.442e-01,0.9693249,0.3266
101587,0.004,0.095,2200,5.431e-01,0.9692429,0.1145
101588,0.004,0.095,2600,6.420e-01,0.9691956,0.044129999999999996
101589,0.004,0.095,3000,7.408e-01,0.9691658,0.01813
101590,0.004,0.095,3500,8.644e-01,0.9691419,0.006318
101591,0.004,0.1,600,0.16233,0.9738835,33.87
101592,0.004,0.1,800,0.21725,0.9731083,11.389999999999999
101593,0.004,0.1,1000,2.720e-01,0.9727245,4.646999999999999
101594,0.004,0.1,1200,3.268e-01,0.9725098,2.1550000000000002
101595,0.004,0.1,1500,4.088e-01,0.9723309,0.7899999999999999
101596,0.004,0.1,1800,4.907e-01,0.9722326,0.3275
101597,0.004,0.1,2200,6.000e-01,0.9721583,0.1148
101598,0.004,0.1,2600,7.092e-01,0.9721153,0.04427
101599,0.004,0.1,3000,8.184e-01,0.9720882,0.018189999999999998
101600,0.004,0.1,3500,9.549e-01,0.9720665,0.006338
101601,0.0045,0.005,600,0.00576,0.0686059,3.02
101602,0.0045,0.005,800,0.00792,0.0667105,0.9884999999999999
101603,0.0045,0.005,1000,1.005e-02,0.0658093,0.3987
101604,0.0045,0.005,1200,1.216e-02,0.0653154,0.1832
101605,0.0045,0.005,1500,1.531e-02,0.0649095,0.06674000000000001
101606,0.0045,0.005,1800,1.844e-02,0.0646885,0.0276
101607,0.0045,0.005,2200,2.260e-02,0.0645222,0.009646
101608,0.0045,0.005,2600,2.675e-02,0.0644264,0.0037140000000000003
101609,0.0045,0.005,3000,3.090e-02,0.0643663,0.001524
101610,0.0045,0.005,3500,3.608e-02,0.0643182,0.0005296
101611,0.0045,0.01,600,0.00695,0.2275829,10.020000000000001
101612,0.0045,0.01,800,0.00951,0.2223438,3.295
101613,0.0045,0.01,1000,1.204e-02,0.2198355,1.3319999999999999
101614,0.0045,0.01,1200,1.455e-02,0.2184560,0.6127
101615,0.0045,0.01,1500,1.829e-02,0.2173197,0.2235
101616,0.0045,0.01,1800,2.202e-02,0.2166999,0.09244
101617,0.0045,0.01,2200,2.697e-02,0.2162332,0.03233
101618,0.0045,0.01,2600,3.192e-02,0.2159643,0.012450000000000001
101619,0.0045,0.01,3000,3.687e-02,0.2157954,0.00511
101620,0.0045,0.01,3500,4.304e-02,0.2156602,0.001776
101621,0.0045,0.015,600,0.00892,0.3986533,17.55
101622,0.0045,0.015,800,0.01215,0.3914719,5.801
101623,0.0045,0.015,1000,1.535e-02,0.3880075,2.35
101624,0.0045,0.015,1200,1.852e-02,0.3860951,1.083
101625,0.0045,0.015,1500,2.326e-02,0.3845158,0.39540000000000003
101626,0.0045,0.015,1800,2.798e-02,0.3836528,0.16369999999999998
101627,0.0045,0.015,2200,3.427e-02,0.3830024,0.05726
101628,0.0045,0.015,2600,4.054e-02,0.3826273,0.02205
101629,0.0045,0.015,3000,4.681e-02,0.3823918,0.009055
101630,0.0045,0.015,3500,5.464e-02,0.3822030,0.003147
101631,0.0045,0.02,600,0.01169,0.5409789,23.810000000000002
101632,0.0045,0.02,800,0.01585,0.5335084,7.904999999999999
101633,0.0045,0.02,1000,1.998e-02,0.5298816,3.21
101634,0.0045,0.02,1200,2.408e-02,0.5278730,1.481
101635,0.0045,0.02,1500,3.021e-02,0.5262109,0.5411
101636,0.0045,0.02,1800,3.633e-02,0.5253014,0.2241
101637,0.0045,0.02,2200,4.447e-02,0.5246151,0.07843
101638,0.0045,0.02,2600,5.261e-02,0.5242192,0.03022
101639,0.0045,0.02,3000,6.073e-02,0.5239705,0.01241
101640,0.0045,0.02,3500,7.089e-02,0.5237711,0.004313
101641,0.0045,0.025,600,0.01525,0.6480711,28.53
101642,0.0045,0.025,800,0.02061,0.6411875,9.501
101643,0.0045,0.025,1000,2.593e-02,0.6378296,3.864
101644,0.0045,0.025,1200,3.123e-02,0.6359653,1.784
101645,0.0045,0.025,1500,3.916e-02,0.6344202,0.6523
101646,0.0045,0.025,1800,4.707e-02,0.6335738,0.2703
101647,0.0045,0.025,2200,5.760e-02,0.6329346,0.09462
101648,0.0045,0.025,2600,6.812e-02,0.6325658,0.03646
101649,0.0045,0.025,3000,7.863e-02,0.6323339,0.01497
101650,0.0045,0.025,3500,9.177e-02,0.6321480,0.005205
101651,0.0045,0.03,600,0.01959,0.7261576,31.959999999999997
101652,0.0045,0.03,800,0.02642,0.7201418,10.67
101653,0.0045,0.03,1000,3.321e-02,0.7171969,4.345
101654,0.0045,0.03,1200,3.997e-02,0.7155589,2.007
101655,0.0045,0.03,1500,5.009e-02,0.7141998,0.7343
101656,0.0045,0.03,1800,6.019e-02,0.7134547,0.3043
101657,0.0045,0.03,2200,7.364e-02,0.7128917,0.1066
101658,0.0045,0.03,2600,8.708e-02,0.7125668,0.04107
101659,0.0045,0.03,3000,1.005e-01,0.7123624,0.016870000000000003
101660,0.0045,0.03,3500,1.173e-01,0.7121986,0.005863999999999999
101661,0.0045,0.035,600,0.02473,0.7830476,34.47
101662,0.0045,0.035,800,0.03329,0.7778994,11.53
101663,0.0045,0.035,1000,4.181e-02,0.7753726,4.697
101664,0.0045,0.035,1200,5.030e-02,0.7739654,2.17
101665,0.0045,0.035,1500,6.300e-02,0.7727968,0.7946
101666,0.0045,0.035,1800,7.569e-02,0.7721557,0.3294
101667,0.0045,0.035,2200,9.259e-02,0.7716712,0.1154
101668,0.0045,0.035,2600,1.095e-01,0.7713914,0.04446
101669,0.0045,0.035,3000,1.264e-01,0.7712154,0.01826
101670,0.0045,0.035,3500,1.475e-01,0.7710744,0.0063490000000000005
101671,0.0045,0.04,600,0.03066,0.8249973,36.31
101672,0.0045,0.04,800,0.04122,0.8206164,12.16
101673,0.0045,0.04,1000,5.173e-02,0.8184622,4.958
101674,0.0045,0.04,1200,6.221e-02,0.8172613,2.292
101675,0.0045,0.04,1500,7.791e-02,0.8162634,0.8392999999999999
101676,0.0045,0.04,1800,9.358e-02,0.8157157,0.348
101677,0.0045,0.04,2200,1.145e-01,0.8153017,0.1219
101678,0.0045,0.04,2600,1.353e-01,0.8150626,0.04698
101679,0.0045,0.04,3000,1.562e-01,0.8149122,0.0193
101680,0.0045,0.04,3500,1.823e-01,0.8147915,0.006709
101681,0.0045,0.045,600,0.03738,0.8564539,37.7
101682,0.0045,0.045,800,0.05020,0.8527200,12.629999999999999
101683,0.0045,0.045,1000,6.298e-02,0.8508813,5.145
101684,0.0045,0.045,1200,7.572e-02,0.8498555,2.383
101685,0.0045,0.045,1500,9.480e-02,0.8490027,0.8729
101686,0.0045,0.045,1800,1.139e-01,0.8485345,0.3619
101687,0.0045,0.045,2200,1.393e-01,0.8481804,0.1268
101688,0.0045,0.045,2600,1.646e-01,0.8479759,0.04887
101689,0.0045,0.045,3000,1.900e-01,0.8478473,0.020079999999999997
101690,0.0045,0.045,3500,2.217e-01,0.8477441,0.00698
101691,0.0045,0.05,600,0.04489,0.8804676,38.760000000000005
101692,0.0045,0.05,800,0.06025,0.8772688,13.0
101693,0.0045,0.05,1000,7.555e-02,0.8756919,5.295
101694,0.0045,0.05,1200,9.081e-02,0.8748116,2.453
101695,0.0045,0.05,1500,1.137e-01,0.8740796,0.8986999999999999
101696,0.0045,0.05,1800,1.365e-01,0.8736775,0.3726
101697,0.0045,0.05,2200,1.670e-01,0.8733735,0.1306
101698,0.0045,0.05,2600,1.974e-01,0.8731979,0.050320000000000004
101699,0.0045,0.05,3000,2.278e-01,0.8730874,0.02067
101700,0.0045,0.05,3500,2.658e-01,0.8729988,0.007188000000000001
101701,0.0045,0.055,600,0.05319,0.8991201,39.58
101702,0.0045,0.055,800,0.07135,0.8963617,13.28
101703,0.0045,0.055,1000,8.944e-02,0.8950007,5.412
101704,0.0045,0.055,1200,1.075e-01,0.8942407,2.508
101705,0.0045,0.055,1500,1.345e-01,0.8936085,0.9188
101706,0.0045,0.055,1800,1.616e-01,0.8932612,0.38089999999999996
101707,0.0045,0.055,2200,1.976e-01,0.8929985,0.1335
101708,0.0045,0.055,2600,2.336e-01,0.8928467,0.05146
101709,0.0045,0.055,3000,2.696e-01,0.8927513,0.02114
101710,0.0045,0.055,3500,3.145e-01,0.8926747,0.00735
101711,0.0045,0.06,600,0.06228,0.9138447,40.22
101712,0.0045,0.06,800,0.08350,0.9114492,13.5
101713,0.0045,0.06,1000,1.047e-01,0.9102665,5.5040000000000004
101714,0.0045,0.06,1200,1.258e-01,0.9096059,2.5509999999999997
101715,0.0045,0.06,1500,1.574e-01,0.9090561,0.9346
101716,0.0045,0.06,1800,1.890e-01,0.9087541,0.3875
101717,0.0045,0.06,2200,2.311e-01,0.9085256,0.1358
101718,0.0045,0.06,2600,2.732e-01,0.9083937,0.05235
101719,0.0045,0.06,3000,3.153e-01,0.9083106,0.021500000000000002
101720,0.0045,0.06,3500,3.679e-01,0.9082440,0.007479
101721,0.0045,0.065,600,0.07216,0.9256418,40.74
101722,0.0045,0.065,800,0.09672,0.9235469,13.68
101723,0.0045,0.065,1000,1.212e-01,0.9225121,5.577999999999999
101724,0.0045,0.065,1200,1.456e-01,0.9219339,2.585
101725,0.0045,0.065,1500,1.822e-01,0.9214527,0.9473
101726,0.0045,0.065,1800,2.188e-01,0.9211882,0.39280000000000004
101727,0.0045,0.065,2200,2.676e-01,0.9209882,0.1377
101728,0.0045,0.065,2600,3.163e-01,0.9208726,0.05307
101729,0.0045,0.065,3000,3.650e-01,0.9207999,0.0218
101730,0.0045,0.065,3500,4.259e-01,0.9207416,0.007581999999999999
101731,0.0045,0.07,600,0.08283,0.9352215,41.16
101732,0.0045,0.07,800,0.11099,0.9333771,13.83
101733,0.0045,0.07,1000,1.391e-01,0.9324656,5.638
101734,0.0045,0.07,1200,1.671e-01,0.9319562,2.613
101735,0.0045,0.07,1500,2.091e-01,0.9315321,0.9577
101736,0.0045,0.07,1800,2.510e-01,0.9312991,0.39709999999999995
101737,0.0045,0.07,2200,3.069e-01,0.9311228,0.1392
101738,0.0045,0.07,2600,3.628e-01,0.9310209,0.053669999999999995
101739,0.0045,0.07,3000,4.187e-01,0.9309569,0.02204
101740,0.0045,0.07,3500,4.886e-01,0.9309055,0.007666000000000001
101741,0.0045,0.075,600,0.09429,0.9430957,41.51
101742,0.0045,0.075,800,0.12631,0.9414614,13.950000000000001
101743,0.0045,0.075,1000,1.582e-01,0.9406534,5.687
101744,0.0045,0.075,1200,1.901e-01,0.9402018,2.637
101745,0.0045,0.075,1500,2.379e-01,0.9398258,0.9662
101746,0.0045,0.075,1800,2.856e-01,0.9396192,0.4007
101747,0.0045,0.075,2200,3.492e-01,0.9394629,0.14040000000000002
101748,0.0045,0.075,2600,4.128e-01,0.9393725,0.05415
101749,0.0045,0.075,3000,4.764e-01,0.9393157,0.02224
101750,0.0045,0.075,3500,5.559e-01,0.9392701,0.007736000000000001
101751,0.0045,0.08,600,0.10655,0.9496394,41.8
101752,0.0045,0.08,800,0.14270,0.9481827,14.049999999999999
101753,0.0045,0.08,1000,1.787e-01,0.9474624,5.728
101754,0.0045,0.08,1200,2.147e-01,0.9470597,2.656
101755,0.0045,0.08,1500,2.687e-01,0.9467243,0.9733
101756,0.0045,0.08,1800,3.226e-01,0.9465401,0.4036
101757,0.0045,0.08,2200,3.944e-01,0.9464006,0.1415
101758,0.0045,0.08,2600,4.663e-01,0.9463201,0.05454
101759,0.0045,0.08,3000,5.381e-01,0.9462694,0.0224
101760,0.0045,0.08,3500,6.278e-01,0.9462287,0.007794000000000001
101761,0.0045,0.085,600,0.11959,0.9551319,42.04
101762,0.0045,0.085,800,0.16014,0.9538264,14.13
101763,0.0045,0.085,1000,2.006e-01,0.9531806,5.763
101764,0.0045,0.085,1200,2.410e-01,0.9528195,2.672
101765,0.0045,0.085,1500,3.015e-01,0.9525189,0.9792000000000001
101766,0.0045,0.085,1800,3.620e-01,0.9523536,0.4061
101767,0.0045,0.085,2200,4.426e-01,0.9522286,0.1423
101768,0.0045,0.085,2600,5.231e-01,0.9521563,0.05487
101769,0.0045,0.085,3000,6.037e-01,0.9521109,0.022539999999999998
101770,0.0045,0.085,3500,7.044e-01,0.9520744,0.007843
101771,0.0045,0.09,600,0.13342,0.9597838,42.24
101772,0.0045,0.09,800,0.17864,0.9586078,14.2
101773,0.0045,0.09,1000,2.237e-01,0.9580260,5.792
101774,0.0045,0.09,1200,2.688e-01,0.9577006,2.685
101775,0.0045,0.09,1500,3.363e-01,0.9574297,0.9843000000000001
101776,0.0045,0.09,1800,4.037e-01,0.9572807,0.4082
101777,0.0045,0.09,2200,4.936e-01,0.9571681,0.1431
101778,0.0045,0.09,2600,5.835e-01,0.9571029,0.05516
101779,0.0045,0.09,3000,6.733e-01,0.9570620,0.02266
101780,0.0045,0.09,3500,7.856e-01,0.9570291,0.007884
101781,0.0045,0.095,600,0.14805,0.9637563,42.419999999999995
101782,0.0045,0.095,800,0.19819,0.9626919,14.260000000000002
101783,0.0045,0.095,1000,2.482e-01,0.9621653,5.817
101784,0.0045,0.095,1200,2.982e-01,0.9618707,2.697
101785,0.0045,0.095,1500,3.730e-01,0.9616254,0.9885999999999999
101786,0.0045,0.095,1800,4.478e-01,0.9614906,0.41
101787,0.0045,0.095,2200,5.476e-01,0.9613885,0.1437
101788,0.0045,0.095,2600,6.472e-01,0.9613296,0.0554
101789,0.0045,0.095,3000,7.469e-01,0.9612925,0.022770000000000002
101790,0.0045,0.095,3500,8.715e-01,0.9612627,0.007932
101791,0.0045,0.1,600,0.16346,0.9671741,42.57
101792,0.0045,0.1,800,0.21881,0.9662066,14.31
101793,0.0045,0.1,1000,2.740e-01,0.9657277,5.839
101794,0.0045,0.1,1200,3.291e-01,0.9654599,2.7070000000000003
101795,0.0045,0.1,1500,4.118e-01,0.9652369,0.9925
101796,0.0045,0.1,1800,4.944e-01,0.9651142,0.4115
101797,0.0045,0.1,2200,6.044e-01,0.9650215,0.1442
101798,0.0045,0.1,2600,7.145e-01,0.9649679,0.05561
101799,0.0045,0.1,3000,8.245e-01,0.9649341,0.02285
101800,0.0045,0.1,3500,9.620e-01,0.9649071,0.007962
101801,0.005,0.005,600,0.00702,0.0563047,3.06
101802,0.005,0.005,800,0.00966,0.0547292,1.0010000000000001
101803,0.005,0.005,1000,1.226e-02,0.0539805,0.4037
101804,0.005,0.005,1200,1.483e-02,0.0535703,0.1855
101805,0.005,0.005,1500,1.867e-02,0.0532332,0.06758
101806,0.005,0.005,1800,2.248e-02,0.0530497,0.02794
101807,0.005,0.005,2200,2.756e-02,0.0529116,0.009766
101808,0.005,0.005,2600,3.262e-02,0.0528321,0.0037600000000000003
101809,0.005,0.005,3000,3.768e-02,0.0527822,0.0015429999999999999
101810,0.005,0.005,3500,4.400e-02,0.0527423,0.0005361999999999999
101811,0.005,0.01,600,0.00821,0.1926735,10.469999999999999
101812,0.005,0.01,800,0.01124,0.1880425,3.44
101813,0.005,0.01,1000,1.424e-02,0.1858286,1.3900000000000001
101814,0.005,0.01,1200,1.721e-02,0.1846120,0.6392
101815,0.005,0.01,1500,2.165e-02,0.1836104,0.2331
101816,0.005,0.01,1800,2.606e-02,0.1830643,0.09641
101817,0.005,0.01,2200,3.193e-02,0.1826530,0.033710000000000004
101818,0.005,0.01,2600,3.779e-02,0.1824162,0.01298
101819,0.005,0.01,3000,4.365e-02,0.1822675,0.005327999999999999
101820,0.005,0.01,3500,5.096e-02,0.1821484,0.001852
101821,0.005,0.015,600,0.01018,0.3493719,18.99
101822,0.005,0.015,800,0.01389,0.3425727,6.267
101823,0.005,0.015,1000,1.755e-02,0.3392998,2.537
101824,0.005,0.015,1200,2.119e-02,0.3374950,1.169
101825,0.005,0.015,1500,2.662e-02,0.3360057,0.4265
101826,0.005,0.015,1800,3.203e-02,0.3351924,0.1765
101827,0.005,0.015,2200,3.922e-02,0.3345794,0.06174999999999999
101828,0.005,0.015,2600,4.641e-02,0.3342261,0.02378
101829,0.005,0.015,3000,5.359e-02,0.3340042,0.009764
101830,0.005,0.015,3500,6.256e-02,0.3338263,0.003394
101831,0.005,0.02,600,0.01295,0.4883928,26.54
101832,0.005,0.02,800,0.01759,0.4808878,8.797
101833,0.005,0.02,1000,2.218e-02,0.4772527,3.569
101834,0.005,0.02,1200,2.675e-02,0.4752419,1.645
101835,0.005,0.02,1500,3.357e-02,0.4735793,0.6012
101836,0.005,0.02,1800,4.038e-02,0.4726700,0.2489
101837,0.005,0.02,2200,4.943e-02,0.4719841,0.08711
101838,0.005,0.02,2600,5.848e-02,0.4715886,0.03356
101839,0.005,0.02,3000,6.751e-02,0.4713400,0.01378
101840,0.005,0.02,3500,7.881e-02,0.4711408,0.004789
101841,0.005,0.025,600,0.01651,0.5986516,32.53
101842,0.005,0.025,800,0.02234,0.5914109,10.82
101843,0.005,0.025,1000,2.813e-02,0.5878865,4.397
101844,0.005,0.025,1200,3.390e-02,0.5859320,2.029
101845,0.005,0.025,1500,4.251e-02,0.5843134,0.7417
101846,0.005,0.025,1800,5.111e-02,0.5834271,0.3073
101847,0.005,0.025,2200,6.256e-02,0.5827581,0.1075
101848,0.005,0.025,2600,7.399e-02,0.5823721,0.04144
101849,0.005,0.025,3000,8.542e-02,0.5821295,0.01702
101850,0.005,0.025,3500,9.969e-02,0.5819350,0.005916
101851,0.005,0.03,600,0.02085,0.6823285,37.08
101852,0.005,0.03,800,0.02816,0.6757797,12.36
101853,0.005,0.03,1000,3.541e-02,0.6725802,5.03
101854,0.005,0.03,1200,4.264e-02,0.6708025,2.323
101855,0.005,0.03,1500,5.344e-02,0.6693284,0.8496
101856,0.005,0.03,1800,6.423e-02,0.6685205,0.35209999999999997
101857,0.005,0.03,2200,7.860e-02,0.6679104,0.12329999999999999
101858,0.005,0.03,2600,9.295e-02,0.6675583,0.0475
101859,0.005,0.03,3000,1.073e-01,0.6673369,0.01951
101860,0.005,0.03,3500,1.252e-01,0.6671594,0.006782
101861,0.005,0.035,600,0.02599,0.7451280,40.49
101862,0.005,0.035,800,0.03503,0.7393794,13.53
101863,0.005,0.035,1000,4.401e-02,0.7365628,5.508
101864,0.005,0.035,1200,5.296e-02,0.7349956,2.5450000000000004
101865,0.005,0.035,1500,6.636e-02,0.7336948,0.9313
101866,0.005,0.035,1800,7.974e-02,0.7329815,0.386
101867,0.005,0.035,2200,9.755e-02,0.7324425,0.1352
101868,0.005,0.035,2600,1.154e-01,0.7321314,0.05209
101869,0.005,0.035,3000,1.331e-01,0.7319357,0.0214
101870,0.005,0.035,3500,1.554e-01,0.7317788,0.007438999999999999
101871,0.005,0.04,600,0.03192,0.7924665,43.07
101872,0.005,0.04,800,0.04295,0.7874811,14.399999999999999
101873,0.005,0.04,1000,5.393e-02,0.7850332,5.871
101874,0.005,0.04,1200,6.488e-02,0.7836696,2.713
101875,0.005,0.04,1500,8.127e-02,0.7825371,0.9933000000000001
101876,0.005,0.04,1800,9.763e-02,0.7819157,0.4118
101877,0.005,0.04,2200,1.194e-01,0.7814461,0.1442
101878,0.005,0.04,2600,1.412e-01,0.7811749,0.05558
