DSID,gq_scaled,gqd_scaled,mass,width,branching_ratio,cross_section
103045,0.008,0.025,1500,7.008e-02,0.3544578,1.152
103046,0.008,0.025,1800,8.433e-02,0.3536236,0.47669999999999996
103047,0.008,0.025,2200,1.033e-01,0.3529948,0.1668
103048,0.008,0.025,2600,1.222e-01,0.3526324,0.06423
103049,0.008,0.025,3000,1.411e-01,0.3524047,0.02637
103050,0.008,0.025,3500,1.647e-01,0.3522223,0.009166
103051,0.008,0.03,600,0.03119,0.4562338,63.47
103052,0.008,0.03,800,0.04240,0.4487894,21.02
103053,0.008,0.03,1000,5.350e-02,0.4451889,8.523
103054,0.008,0.03,1200,6.453e-02,0.4431986,3.9280000000000004
103055,0.008,0.03,1500,8.101e-02,0.4415538,1.435
103056,0.008,0.03,1800,9.745e-02,0.4406546,0.5941
103057,0.008,0.03,2200,1.193e-01,0.4399764,0.2079
103058,0.008,0.03,2600,1.412e-01,0.4395853,0.08007
103059,0.008,0.03,3000,1.630e-01,0.4393396,0.03288
103060,0.008,0.03,3500,1.902e-01,0.4391427,0.011430000000000001
103061,0.008,0.035,600,0.03633,0.5331481,74.17
103062,0.008,0.035,800,0.04927,0.5256620,24.62
103063,0.008,0.035,1000,6.210e-02,0.5220288,9.976
103064,0.008,0.035,1200,7.486e-02,0.5200170,4.609
103065,0.008,0.035,1500,9.393e-02,0.5183525,1.6840000000000002
103066,0.008,0.035,1800,1.130e-01,0.5174418,0.6976
103067,0.008,0.035,2200,1.383e-01,0.5167546,0.2441
103068,0.008,0.035,2600,1.636e-01,0.5163582,0.09405
103069,0.008,0.035,3000,1.888e-01,0.5161091,0.038619999999999995
103070,0.008,0.035,3500,2.204e-01,0.5159094,0.01342
103071,0.008,0.04,600,0.04225,0.5986516,83.28
103072,0.008,0.04,800,0.05720,0.5914109,27.69
103073,0.008,0.04,1000,7.202e-02,0.5878865,11.229999999999999
103074,0.008,0.04,1200,8.678e-02,0.5859320,5.1930000000000005
103075,0.008,0.04,1500,1.088e-01,0.5843134,1.899
103076,0.008,0.04,1800,1.308e-01,0.5834271,0.7865
103077,0.008,0.04,2200,1.601e-01,0.5827581,0.2753
103078,0.008,0.04,2600,1.894e-01,0.5823721,0.1061
103079,0.008,0.04,3000,2.187e-01,0.5821295,0.04356
103080,0.008,0.04,3500,2.552e-01,0.5819350,0.015139999999999999
103081,0.008,0.045,600,0.04897,0.6537165,90.94
103082,0.008,0.045,800,0.06618,0.6468832,30.29
103083,0.008,0.045,1000,8.327e-02,0.6435490,12.3
103084,0.008,0.045,1200,1.003e-01,0.6416976,5.687
103085,0.008,0.045,1500,1.257e-01,0.6401631,2.08
103086,0.008,0.045,1800,1.511e-01,0.6393224,0.8616
103087,0.008,0.045,2200,1.849e-01,0.6386875,0.3017
103088,0.008,0.045,2600,2.187e-01,0.6383212,0.1163
103089,0.008,0.045,3000,2.525e-01,0.6380909,0.04775
103090,0.008,0.045,3500,2.947e-01,0.6379062,0.0166
103091,0.008,0.05,600,0.05648,0.6997562,97.35
103092,0.008,0.05,800,0.07622,0.6934053,32.47
103093,0.008,0.05,1000,9.584e-02,0.6903000,13.190000000000001
103094,0.008,0.05,1200,1.154e-01,0.6885739,6.103
103095,0.008,0.05,1500,1.446e-01,0.6871423,2.233
103096,0.008,0.05,1800,1.738e-01,0.6863576,0.925
103097,0.008,0.05,2200,2.126e-01,0.6857649,0.324
103098,0.008,0.05,2600,2.515e-01,0.6854227,0.12480000000000001
103099,0.008,0.05,3000,2.903e-01,0.6852076,0.05127
103100,0.008,0.05,3500,3.387e-01,0.6850352,0.017830000000000002
103101,0.008,0.055,600,0.06478,0.7382239,102.7
103102,0.008,0.055,800,0.08732,0.7323755,34.29
103103,0.008,0.055,1000,1.097e-01,0.7295109,13.94
103104,0.008,0.055,1200,1.321e-01,0.7279172,6.451
103105,0.008,0.055,1500,1.655e-01,0.7265947,2.3609999999999998
103106,0.008,0.055,1800,1.988e-01,0.7258694,0.9782
103107,0.008,0.055,2200,2.433e-01,0.7253215,0.3427
103108,0.008,0.055,2600,2.877e-01,0.7250051,0.1321
103109,0.008,0.055,3000,3.320e-01,0.7248062,0.05423
103110,0.008,0.055,3500,3.875e-01,0.7246468,0.018860000000000002
103111,0.008,0.06,600,0.07387,0.7704370,107.2
103112,0.008,0.06,800,0.09948,0.7650793,35.82
103113,0.008,0.06,1000,1.249e-01,0.7624512,14.57
103114,0.008,0.06,1200,1.503e-01,0.7609880,6.744
103115,0.008,0.06,1500,1.655e-01,0.7265947,2.3609999999999998
103116,0.008,0.06,1800,2.263e-01,0.7591067,1.023
103117,0.008,0.06,2200,2.768e-01,0.7586031,0.3584
103118,0.008,0.06,2600,3.273e-01,0.7583123,0.1381
103119,0.008,0.06,3000,3.778e-01,0.7581295,0.056729999999999996
103120,0.008,0.06,3500,4.409e-01,0.7579829,0.019729999999999998
103121,0.008,0.065,600,0.08375,0.7975200,110.9
103122,0.008,0.065,800,0.11269,0.7926242,37.11
103123,0.008,0.065,1000,1.415e-01,0.7902198,15.1
103124,0.008,0.065,1200,1.702e-01,0.7888803,6.992
103125,0.008,0.065,1500,2.132e-01,0.7877677,2.56
103126,0.008,0.065,1800,2.561e-01,0.7871571,1.0610000000000002
103127,0.008,0.065,2200,3.133e-01,0.7866957,0.37170000000000003
103128,0.008,0.065,2600,3.704e-01,0.7864292,0.14329999999999998
103129,0.008,0.065,3000,4.275e-01,0.7862617,0.05883
103130,0.008,0.065,3500,4.989e-01,0.7861273,0.02046
103131,0.008,0.07,600,0.09443,0.8204032,114.1
103132,0.008,0.07,800,0.12696,0.8159330,38.2
103133,0.008,0.07,1000,1.593e-01,0.8137354,15.549999999999999
103134,0.008,0.07,1200,1.916e-01,0.8125104,7.2010000000000005
103135,0.008,0.07,1500,2.400e-01,0.8114925,2.637
103136,0.008,0.07,1800,2.883e-01,0.8109339,1.093
103137,0.008,0.07,2200,3.526e-01,0.8105116,0.3829
103138,0.008,0.07,2600,4.169e-01,0.8102677,0.1476
103139,0.008,0.07,3000,4.812e-01,0.8101143,0.06061999999999999
103140,0.008,0.07,3500,5.615e-01,0.8099913,0.02108
103141,0.008,0.075,600,0.10589,0.8398439,116.80000000000001
103142,0.008,0.075,800,0.14229,0.8357608,39.13
103143,0.008,0.075,1000,1.785e-01,0.8337516,15.930000000000001
103144,0.008,0.075,1200,2.147e-01,0.8326312,7.379
103145,0.008,0.075,1500,2.688e-01,0.8316999,2.702
103146,0.008,0.075,1800,3.229e-01,0.8311887,1.12
103147,0.008,0.075,2200,3.949e-01,0.8308022,0.3925
103148,0.008,0.075,2600,4.669e-01,0.8305790,0.15130000000000002
103149,0.008,0.075,3000,5.389e-01,0.8304386,0.06214
103150,0.008,0.075,3500,6.288e-01,0.8303260,0.02162
103151,0.008,0.08,600,0.11814,0.8564539,119.1
103152,0.008,0.08,800,0.15867,0.8527200,39.93
103153,0.008,0.08,1000,1.990e-01,0.8508813,16.26
103154,0.008,0.08,1200,2.393e-01,0.8498555,7.532
103155,0.008,0.08,1500,2.996e-01,0.8490027,2.7590000000000003
103156,0.008,0.08,1800,3.599e-01,0.8485345,1.144
103157,0.008,0.08,2200,4.401e-01,0.8481804,0.4007
103158,0.008,0.08,2600,5.203e-01,0.8479759,0.1544
103159,0.008,0.08,3000,6.005e-01,0.8478473,0.06344000000000001
103160,0.008,0.08,3500,7.008e-01,0.8477441,0.02207
103161,0.008,0.085,600,0.13118,0.8707261,121.10000000000001
103162,0.008,0.085,800,0.17611,0.8673058,40.61
103163,0.008,0.085,1000,2.209e-01,0.8656205,16.54
103164,0.008,0.085,1200,2.655e-01,0.8646800,7.662999999999999
103165,0.008,0.085,1500,3.324e-01,0.8638979,2.807
103166,0.008,0.085,1800,3.992e-01,0.8634685,1.164
103167,0.008,0.085,2200,4.882e-01,0.8631437,0.4078
103168,0.008,0.085,2600,5.772e-01,0.8629561,0.1572
103169,0.008,0.085,3000,6.662e-01,0.8628381,0.06458
103170,0.008,0.085,3500,7.773e-01,0.8627435,0.02246
103171,0.008,0.09,600,0.14502,0.8830578,122.8
103172,0.008,0.09,800,0.19461,0.8799188,41.199999999999996
103173,0.008,0.09,1000,2.440e-01,0.8783712,16.779999999999998
103174,0.008,0.09,1200,2.933e-01,0.8775073,7.776
103175,0.008,0.09,1500,3.672e-01,0.8767888,2.849
103176,0.008,0.09,1800,4.410e-01,0.8763942,1.181
103177,0.008,0.09,2200,5.393e-01,0.8760958,0.41390000000000005
103178,0.008,0.09,2600,6.375e-01,0.8759234,0.1595
103179,0.008,0.09,3000,7.358e-01,0.8758149,0.06555
103180,0.008,0.09,3500,8.586e-01,0.8757280,0.022840000000000003
103181,0.008,0.095,600,0.15964,0.8937703,124.30000000000001
103182,0.008,0.095,800,0.21417,0.8908833,41.71
103183,0.008,0.095,1000,2.685e-01,0.8894593,16.990000000000002
103184,0.008,0.095,1200,3.227e-01,0.8886642,7.875
103185,0.008,0.095,1500,4.040e-01,0.8880028,2.886
103186,0.008,0.095,1800,4.851e-01,0.8876395,1.1960000000000002
103187,0.008,0.095,2200,5.932e-01,0.8873647,0.4192
103188,0.008,0.095,2600,7.013e-01,0.8872060,0.1616
103189,0.008,0.095,3000,8.094e-01,0.8871061,0.0664
103190,0.008,0.095,3500,9.444e-01,0.8870260,0.023129999999999998
103191,0.008,0.1,600,0.17505,0.9031243,125.6
103192,0.008,0.1,800,0.23478,0.9004633,42.160000000000004
103193,0.008,0.1,1000,2.943e-01,0.8991501,17.180000000000003
103194,0.008,0.1,1200,3.537e-01,0.8984167,7.962
103195,0.008,0.1,1500,4.427e-01,0.8978066,2.9179999999999997
103196,0.008,0.1,1800,5.316e-01,0.8974714,1.209
103197,0.008,0.1,2200,6.501e-01,0.8972179,0.4239
103198,0.008,0.1,2600,7.685e-01,0.8970714,0.1634
103199,0.008,0.1,3000,8.869e-01,0.8969793,0.06714
103200,0.008,0.1,3500,1.035e+00,0.8969054,0.02339
103201,0.0085,0.005,600,0.01954,0.0202274,3.1769999999999996
103202,0.0085,0.005,800,0.02691,0.0196404,1.038
103203,0.0085,0.005,1000,3.417e-02,0.0193619,0.4185
103204,0.0085,0.005,1200,4.136e-02,0.0192094,0.19219999999999998
103205,0.0085,0.005,1500,5.207e-02,0.0190842,0.07001
103206,0.0085,0.005,1800,6.272e-02,0.0190160,0.02894
103207,0.0085,0.005,2200,7.689e-02,0.0189647,0.01012
103208,0.0085,0.005,2600,9.102e-02,0.0189352,0.003894
103209,0.0085,0.005,3000,1.051e-01,0.0189167,0.001598
103210,0.0085,0.005,3500,1.228e-01,0.0189019,0.0005553
103211,0.0085,0.01,600,0.02073,0.0762807,11.98
103212,0.0085,0.01,800,0.02850,0.0741902,3.9219999999999997
103213,0.0085,0.01,1000,3.615e-02,0.0731959,1.582
103214,0.0085,0.01,1200,4.374e-02,0.0726509,0.727
103215,0.0085,0.01,1500,5.505e-02,0.0722029,0.26489999999999997
103216,0.0085,0.01,1800,6.630e-02,0.0719590,0.1095
103217,0.0085,0.01,2200,8.126e-02,0.0717754,0.03828
103218,0.0085,0.01,2600,9.619e-02,0.0716697,0.01474
103219,0.0085,0.01,3000,1.111e-01,0.0716034,0.006049
103220,0.0085,0.01,3500,1.297e-01,0.0715503,0.002102
103221,0.0085,0.015,600,0.02270,0.1566910,24.61
103222,0.0085,0.015,800,0.03114,0.1527612,8.076
103223,0.0085,0.015,1000,3.946e-02,0.1508855,3.261
103224,0.0085,0.015,1200,4.771e-02,0.1498556,1.4989999999999999
103225,0.0085,0.015,1500,6.002e-02,0.1490081,0.5466
103226,0.0085,0.015,1800,7.227e-02,0.1485462,0.2261
103227,0.0085,0.015,2200,8.856e-02,0.1481984,0.07905
103228,0.0085,0.015,2600,1.048e-01,0.1479982,0.030430000000000002
103229,0.0085,0.015,3000,1.211e-01,0.1478724,0.01249
103230,0.0085,0.015,3500,1.413e-01,0.1477717,0.004340999999999999
103231,0.0085,0.02,600,0.02547,0.2483011,39.0
103232,0.0085,0.02,800,0.03484,0.2427350,12.83
103233,0.0085,0.02,1000,4.409e-02,0.2400677,5.189
103234,0.0085,0.02,1200,5.327e-02,0.2386001,2.387
103235,0.0085,0.02,1500,6.697e-02,0.2373908,0.8709
103236,0.0085,0.02,1800,8.062e-02,0.2367311,0.3603
103237,0.0085,0.02,2200,9.876e-02,0.2362342,0.126
103238,0.0085,0.02,2600,1.169e-01,0.2359480,0.04852
103239,0.0085,0.02,3000,1.350e-01,0.2357682,0.01992
103240,0.0085,0.02,3500,1.576e-01,0.2356242,0.006922
103241,0.0085,0.025,600,0.02903,0.3404237,53.46
103242,0.0085,0.025,800,0.03959,0.3337093,17.64
103243,0.0085,0.025,1000,5.005e-02,0.3304786,7.142
103244,0.0085,0.025,1200,6.042e-02,0.3286973,3.289
103245,0.0085,0.025,1500,7.591e-02,0.3272278,1.2
103246,0.0085,0.025,1800,9.135e-02,0.3264251,0.49679999999999996
103247,0.0085,0.025,2200,1.119e-01,0.3258203,0.1738
103248,0.0085,0.025,2600,1.324e-01,0.3254718,0.06693
103249,0.0085,0.025,3000,1.529e-01,0.3252529,0.027479999999999997
103250,0.0085,0.025,3500,1.785e-01,0.3250774,0.00955
103251,0.0085,0.03,600,0.03337,0.4263489,66.96
103252,0.0085,0.03,800,0.04541,0.4190164,22.15
103253,0.0085,0.03,1000,5.732e-02,0.4154747,8.979
103254,0.0085,0.03,1200,6.916e-02,0.4135183,4.138
103255,0.0085,0.03,1500,8.685e-02,0.4119022,1.5110000000000001
103256,0.0085,0.03,1800,1.045e-01,0.4110188,0.6255
103257,0.0085,0.03,2200,1.279e-01,0.4103528,0.2189
103258,0.0085,0.03,2600,1.513e-01,0.4099688,0.0843
103259,0.0085,0.03,3000,1.748e-01,0.4097275,0.034609999999999995
103260,0.0085,0.03,3500,2.040e-01,0.4095342,0.012029999999999999
103261,0.0085,0.035,600,0.03851,0.5028845,78.98
103262,0.0085,0.035,800,0.05228,0.4953724,26.19
103263,0.0085,0.035,1000,6.592e-02,0.4917316,10.61
103264,0.0085,0.035,1200,7.949e-02,0.4897168,4.8999999999999995
103265,0.0085,0.035,1500,9.976e-02,0.4880507,1.79
103266,0.0085,0.035,1800,1.200e-01,0.4871394,0.7414000000000001
103267,0.0085,0.035,2200,1.469e-01,0.4864518,0.2594
103268,0.0085,0.035,2600,1.738e-01,0.4860553,0.09995000000000001
103269,0.0085,0.035,3000,2.006e-01,0.4858062,0.04104
103270,0.0085,0.035,3500,2.342e-01,0.4856065,0.01427
103271,0.0085,0.04,600,0.04444,0.5692032,89.39
103272,0.0085,0.04,800,0.06021,0.5618200,29.7
103273,0.0085,0.04,1000,7.585e-02,0.5582311,12.04
103274,0.0085,0.04,1200,9.141e-02,0.5562421,5.566
103275,0.0085,0.04,1500,1.147e-01,0.5545956,2.035
103276,0.0085,0.04,1800,1.379e-01,0.5536944,0.8423999999999999
103277,0.0085,0.04,2200,1.688e-01,0.5530142,0.2949
103278,0.0085,0.04,2600,1.996e-01,0.5526218,0.11359999999999999
103279,0.0085,0.04,3000,2.304e-01,0.5523752,0.04666
103280,0.0085,0.04,3500,2.690e-01,0.5521775,0.01622
103281,0.0085,0.045,600,0.05116,0.6257828,98.28
103282,0.0085,0.045,800,0.06919,0.6187198,32.709999999999994
103283,0.0085,0.045,1000,8.709e-02,0.6152777,13.27
103284,0.0085,0.045,1200,1.049e-01,0.6133677,6.137
103285,0.0085,0.045,1500,1.316e-01,0.6117853,2.244
103286,0.0085,0.045,1800,1.581e-01,0.6109186,0.9295
103287,0.0085,0.045,2200,1.935e-01,0.6102642,0.3255
103288,0.0085,0.045,2600,2.289e-01,0.6098866,0.1254
103289,0.0085,0.045,3000,2.643e-01,0.6096493,0.0515
103290,0.0085,0.045,3500,3.084e-01,0.6094590,0.017900000000000003
103291,0.0085,0.05,600,0.05867,0.6736825,105.8
103292,0.0085,0.05,800,0.07923,0.6670425,35.26
103293,0.0085,0.05,1000,9.966e-02,0.6637996,14.32
103294,0.0085,0.05,1200,1.200e-01,0.6619982,6.624
103295,0.0085,0.05,1500,1.504e-01,0.6605046,2.423
103296,0.0085,0.05,1800,1.808e-01,0.6596862,1.004
103297,0.0085,0.05,2200,2.213e-01,0.6590681,0.3515
103298,0.0085,0.05,2600,2.617e-01,0.6587113,0.13540000000000002
103299,0.0085,0.05,3000,3.020e-01,0.6584871,0.055619999999999996
103300,0.0085,0.05,3500,3.525e-01,0.6583073,0.01934
103301,0.0085,0.055,600,0.06697,0.7141260,112.1
103302,0.0085,0.055,800,0.09033,0.7079522,37.419999999999995
103303,0.0085,0.055,1000,1.136e-01,0.7049316,15.21
103304,0.0085,0.055,1200,1.367e-01,0.7032520,7.0360000000000005
103305,0.0085,0.055,1500,1.713e-01,0.7018586,2.5749999999999997
103306,0.0085,0.055,1800,2.059e-01,0.7010947,1.067
103307,0.0085,0.055,2200,2.519e-01,0.7005177,0.3736
103308,0.0085,0.055,2600,2.979e-01,0.7001846,0.144
103309,0.0085,0.055,3000,3.438e-01,0.6999752,0.05913
103310,0.0085,0.055,3500,4.012e-01,0.6998073,0.02056
103311,0.0085,0.06,600,0.07606,0.7482934,117.5
103312,0.0085,0.06,800,0.10249,0.7425915,39.25
103313,0.0085,0.06,1000,1.288e-01,0.7397975,15.959999999999999
103314,0.0085,0.06,1200,1.550e-01,0.7382426,7.386
103315,0.0085,0.06,1500,1.942e-01,0.7369521,2.7030000000000003
103316,0.0085,0.06,1800,2.333e-01,0.7362444,1.12
103317,0.0085,0.06,2200,2.854e-01,0.7357096,0.39239999999999997
103318,0.0085,0.06,2600,3.375e-01,0.7354009,0.15130000000000002
103319,0.0085,0.06,3000,3.896e-01,0.7352068,0.062099999999999995
103320,0.0085,0.06,3500,4.546e-01,0.7350511,0.0216
103321,0.0085,0.065,600,0.08594,0.7772335,122.10000000000001
103322,0.0085,0.065,800,0.11570,0.7719874,40.809999999999995
103323,0.0085,0.065,1000,1.453e-01,0.7694133,16.6
103324,0.0085,0.065,1200,1.748e-01,0.7679800,7.683999999999999
103325,0.0085,0.065,1500,2.190e-01,0.7667898,2.813
103326,0.0085,0.065,1800,2.631e-01,0.7661368,1.166
103327,0.0085,0.065,2200,3.219e-01,0.7656434,0.4083
103328,0.0085,0.065,2600,3.806e-01,0.7653585,0.15739999999999998
103329,0.0085,0.065,3000,4.393e-01,0.7651793,0.06464
103330,0.0085,0.065,3500,5.126e-01,0.7650356,0.02248
103331,0.0085,0.07,600,0.09661,0.8018397,125.89999999999999
103332,0.0085,0.07,800,0.12997,0.7970218,42.129999999999995
103333,0.0085,0.07,1000,1.632e-01,0.7946552,17.139999999999997
103334,0.0085,0.07,1200,1.963e-01,0.7933366,7.937
103335,0.0085,0.07,1500,2.458e-01,0.7922412,2.9059999999999997
103336,0.0085,0.07,1800,2.953e-01,0.7916402,1.204
103337,0.0085,0.07,2200,3.612e-01,0.7911859,0.422
103338,0.0085,0.07,2600,4.271e-01,0.7909235,0.16269999999999998
103339,0.0085,0.07,3000,4.930e-01,0.7907586,0.0668
103340,0.0085,0.07,3500,5.753e-01,0.7906262,0.02323
103341,0.0085,0.075,600,0.10807,0.8228560,129.2
103342,0.0085,0.075,800,0.14530,0.8184333,43.260000000000005
103343,0.0085,0.075,1000,1.824e-01,0.8162588,17.61
103344,0.0085,0.075,1200,2.193e-01,0.8150466,8.154
103345,0.0085,0.075,1500,2.746e-01,0.8140394,2.9859999999999998
103346,0.0085,0.075,1800,3.299e-01,0.8134866,1.238
103347,0.0085,0.075,2200,4.035e-01,0.8130687,0.43360000000000004
103348,0.0085,0.075,2600,4.771e-01,0.8128273,0.1671
103349,0.0085,0.075,3000,5.507e-01,0.8126755,0.06865
103350,0.0085,0.075,3500,6.426e-01,0.8125538,0.02388
103351,0.0085,0.08,600,0.12033,0.8408940,132.0
103352,0.0085,0.08,800,0.16168,0.8368324,44.230000000000004
103353,0.0085,0.08,1000,2.029e-01,0.8348338,18.009999999999998
103354,0.0085,0.08,1200,2.439e-01,0.8337192,8.341000000000001
103355,0.0085,0.08,1500,3.054e-01,0.8327928,3.055
103356,0.0085,0.08,1800,3.669e-01,0.8322842,1.266
103357,0.0085,0.08,2200,4.487e-01,0.8318997,0.4437
103358,0.0085,0.08,2600,5.305e-01,0.8316777,0.171
103359,0.0085,0.08,3000,6.123e-01,0.8315380,0.07024
103360,0.0085,0.08,3500,7.145e-01,0.8314260,0.02444
103361,0.0085,0.085,600,0.13337,0.8564539,134.5
103362,0.0085,0.085,800,0.17913,0.8527200,45.07
103363,0.0085,0.085,1000,2.247e-01,0.8508813,18.36
103364,0.0085,0.085,1200,2.702e-01,0.8498555,8.501999999999999
103365,0.0085,0.085,1500,3.382e-01,0.8490027,3.1140000000000003
103366,0.0085,0.085,1800,4.062e-01,0.8485345,1.291
103367,0.0085,0.085,2200,4.969e-01,0.8481804,0.4524
103368,0.0085,0.085,2600,5.874e-01,0.8479759,0.1744
103369,0.0085,0.085,3000,6.779e-01,0.8478473,0.07164
103370,0.0085,0.085,3500,7.911e-01,0.8477441,0.02492
103371,0.0085,0.09,600,0.14720,0.8699437,136.60000000000002
103372,0.0085,0.09,800,0.19762,0.8665060,45.800000000000004
103373,0.0085,0.09,1000,2.479e-01,0.8648121,18.65
103374,0.0085,0.09,1200,2.980e-01,0.8638668,8.642
103375,0.0085,0.09,1500,3.730e-01,0.8630808,3.166
103376,0.0085,0.09,1800,4.480e-01,0.8626491,1.312
103377,0.0085,0.09,2200,5.479e-01,0.8623227,0.4599
103378,0.0085,0.09,2600,6.477e-01,0.8621342,0.1773
103379,0.0085,0.09,3000,7.476e-01,0.8620156,0.07282999999999999
103380,0.0085,0.09,3500,8.723e-01,0.8619205,0.02538
103381,0.0085,0.095,600,0.16183,0.8816966,138.4
103382,0.0085,0.095,800,0.21718,0.8785261,46.43
103383,0.0085,0.095,1000,2.723e-01,0.8769631,18.919999999999998
103384,0.0085,0.095,1200,3.274e-01,0.8760907,8.764
103385,0.0085,0.095,1500,4.098e-01,0.8753650,3.211
103386,0.0085,0.095,1800,4.921e-01,0.8749665,1.331
103387,0.0085,0.095,2200,6.018e-01,0.8746651,0.4665
103388,0.0085,0.095,2600,7.115e-01,0.8744910,0.17980000000000002
103389,0.0085,0.095,3000,8.211e-01,0.8743815,0.07388
103390,0.0085,0.095,3500,9.582e-01,0.8742937,0.025740000000000002
103391,0.0085,0.1,600,0.17724,0.8919853,140.1
103392,0.0085,0.1,800,0.23779,0.8890558,46.99
103393,0.0085,0.1,1000,2.981e-01,0.8876110,19.150000000000002
103394,0.0085,0.1,1200,3.583e-01,0.8868043,8.872000000000002
103395,0.0085,0.1,1500,4.485e-01,0.8861332,3.251
103396,0.0085,0.1,1800,5.386e-01,0.8857646,1.348
103397,0.0085,0.1,2200,6.587e-01,0.8854859,0.4722
103398,0.0085,0.1,2600,7.787e-01,0.8853248,0.18209999999999998
103399,0.0085,0.1,3000,8.987e-01,0.8852235,0.07479999999999999
103400,0.0085,0.1,3500,1.049e+00,0.8851423,0.02606
103401,0.009,0.005,600,0.02186,0.0180818,3.1839999999999997
103402,0.009,0.005,800,0.03011,0.0175560,1.04
103403,0.009,0.005,1000,3.823e-02,0.0173065,0.4193
103404,0.009,0.005,1200,4.627e-02,0.0171700,0.1926
103405,0.009,0.005,1500,5.825e-02,0.0170578,0.07016
103406,0.009,0.005,1800,7.018e-02,0.0169967,0.029
103407,0.009,0.005,2200,8.603e-02,0.0169508,0.01014
103408,0.009,0.005,2600,1.018e-01,0.0169244,0.003902
103409,0.009,0.005,3000,1.176e-01,0.0169078,0.001601
103410,0.009,0.005,3500,1.374e-01,0.0168945,0.0005564
103411,0.009,0.01,600,0.02304,0.0686059,12.08
103412,0.009,0.01,800,0.03169,0.0667105,3.9539999999999997
103413,0.009,0.01,1000,4.021e-02,0.0658093,1.5939999999999999
103414,0.009,0.01,1200,4.865e-02,0.0653154,0.7327
103415,0.009,0.01,1500,6.123e-02,0.0649095,0.267
103416,0.009,0.01,1800,7.376e-02,0.0646885,0.1104
103417,0.009,0.01,2200,9.040e-02,0.0645222,0.038579999999999996
103418,0.009,0.01,2600,1.070e-01,0.0644264,0.01485
103419,0.009,0.01,3000,1.236e-01,0.0643663,0.006096
103420,0.009,0.01,3500,1.443e-01,0.0643182,0.002118
103421,0.009,0.015,600,0.02502,0.1421710,25.029999999999998
103422,0.009,0.015,800,0.03433,0.1385455,8.211
103423,0.009,0.015,1000,4.352e-02,0.1368162,3.315
103424,0.009,0.015,1200,5.263e-02,0.1358669,1.524
103425,0.009,0.015,1500,6.620e-02,0.1350860,0.5556
103426,0.009,0.015,1800,7.972e-02,0.1346604,0.2298
103427,0.009,0.015,2200,9.769e-02,0.1343400,0.08033
103428,0.009,0.015,2600,1.156e-01,0.1341555,0.03093
103429,0.009,0.015,3000,1.335e-01,0.1340397,0.0127
103430,0.009,0.015,3500,1.559e-01,0.1339469,0.004412
103431,0.009,0.02,600,0.02779,0.2275829,40.07
103432,0.009,0.02,800,0.03803,0.2223438,13.18
103433,0.009,0.02,1000,4.815e-02,0.2198355,5.3260000000000005
103434,0.009,0.02,1200,5.819e-02,0.2184560,2.451
103435,0.009,0.02,1500,7.316e-02,0.2173197,0.8938
103436,0.009,0.02,1800,8.807e-02,0.2166999,0.3697
103437,0.009,0.02,2200,1.079e-01,0.2162332,0.1293
103438,0.009,0.02,2600,1.277e-01,0.2159643,0.04979
103439,0.009,0.02,3000,1.475e-01,0.2157954,0.02044
103440,0.009,0.02,3500,1.722e-01,0.2156602,0.007103
103441,0.009,0.025,600,0.03134,0.3152424,55.510000000000005
103442,0.009,0.025,800,0.04279,0.3087921,18.3
103443,0.009,0.025,1000,5.410e-02,0.3056919,7.407
103444,0.009,0.025,1200,6.534e-02,0.3039835,3.41
103445,0.009,0.025,1500,8.210e-02,0.3025747,1.244
103446,0.009,0.025,1800,9.880e-02,0.3018055,0.515
103447,0.009,0.025,2200,1.210e-01,0.3012259,0.1801
103448,0.009,0.025,2600,1.432e-01,0.3008919,0.06937
103449,0.009,0.025,3000,1.654e-01,0.3006821,0.028480000000000002
103450,0.009,0.025,3500,1.930e-01,0.3005141,0.009898
103451,0.009,0.03,600,0.03569,0.3986533,70.19
103452,0.009,0.03,800,0.04860,0.3914719,23.200000000000003
103453,0.009,0.03,1000,6.138e-02,0.3880075,9.384
103454,0.009,0.03,1200,7.408e-02,0.3860951,4.3309999999999995
103455,0.009,0.03,1500,9.303e-02,0.3845158,1.581
103456,0.009,0.03,1800,1.119e-01,0.3836528,0.6546000000000001
103457,0.009,0.03,2200,1.371e-01,0.3830024,0.229
103458,0.009,0.03,2600,1.622e-01,0.3826273,0.08821
103459,0.009,0.03,3000,1.872e-01,0.3823918,0.03621
103460,0.009,0.03,3500,2.186e-01,0.3822030,0.01259
103461,0.009,0.035,600,0.04083,0.4743279,83.52
103462,0.009,0.035,800,0.05547,0.4668418,27.67
103463,0.009,0.035,1000,6.998e-02,0.4632182,11.2
103464,0.009,0.035,1200,8.440e-02,0.4612143,5.1739999999999995
103465,0.009,0.035,1500,1.059e-01,0.4595578,1.89
103466,0.009,0.035,1800,1.274e-01,0.4586520,0.7825
103467,0.009,0.035,2200,1.560e-01,0.4579687,0.2738
103468,0.009,0.035,2600,1.846e-01,0.4575748,0.1055
103469,0.009,0.035,3000,2.131e-01,0.4573272,0.04331
103470,0.009,0.035,3500,2.487e-01,0.4571288,0.01506
103471,0.009,0.04,600,0.04676,0.5409789,95.25
103472,0.009,0.04,800,0.06340,0.5335084,31.619999999999997
103473,0.009,0.04,1000,7.990e-02,0.5298816,12.819999999999999
103474,0.009,0.04,1200,9.632e-02,0.5278730,5.920999999999999
